"","Country","WDPAID","NAME","DESIG","PA.Name","paper","Grouping"
"954","United States",555586813,"Grand Bay","National Estuarine Research Reserve","Grand Bay National Estuarine Research Reserve","555586813_GrandBayNatEstuarineResearchReserve.pdf","USA"
"957","United States",10571,"Brazoria","National Wildlife Refuge","Brazoria National Wildlife Refuge","555586763_BigBoggy_Texas Mid_Coast.pdf","USA"
"958","United States",2861,"Breton","National Wildlife Refuge","Breton National Wildlife Refuge","2861_Breton.pdf","USA"
"959","United States",555586872,"Navarro River Estuary","State Marine Conservation Area","Navarro River Estuary State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"961","United States",352712,"Graveline Bay","Coastal Preserve","Graveline Bay Coastal Preserve","MS_CoastalPreserves.pdf","USA"
"962","United States",315060,"Grays Harbor","National Wildlife Refuge","Grays Harbor National Wildlife Refuge","315060_Grays Harbor.pdf","USA"
"964","United States",555605592,"Grayton Beach","State Park","Grayton Beach State Park","555605592_Grayton Beach.pdf","USA"
"965","United States",5555752,"Great Bay","National Wildlife Refuge","Great Bay National Wildlife Refuge","5555752_GreatBay_NWR.pdf","USA"
"966","United States",1047,"Buck Island Reef","National Monument","Buck Island Reef National Monument","1047_Buck_Island_Reef_National_Monument.pdf","USA"
"967","United States",666638,"Bulow Creek","State Park","Bulow Creek State Park","666638__Bulow Creek_TBSP_AP.pdf","USA"
"968","United States",555586907,"Bulow Plantation Ruins","Historic State Park","Bulow Plantation Ruins Historic State Park","666638__Bulow Creek_TBSP_AP.pdf","USA"
"969","United States",555586053,"St. Andrews","State Park","St. Andrews State Park","555586053_St-Andrews-AP-Management-Plan.pdf","USA"
"970","United States",13918,"Nisqually","National Wildlife Refuge","Nisqually National Wildlife Refuge","13918_Nisqually.pdf","USA"
"971","United States",555586834,"Nisqually Reach","Aquatic Reserve","Nisqually Reach Aquatic Reserve","555586834_Nisqually Reach.pdf","USA"
"972","United States",555586784,"NOAA's Monitor","National Marine Sanctuary","NOAA's Monitor National Marine Sanctuary","555586784_Monitor.pdf","USA"
"973","United States",75513,"Nomans Land Island","National Wildlife Refuge","Nomans Land Island National Wildlife Refuge","75513_EntireDocument_LowResolutionforWebPosting.pdf","USA"
"975","United States",555586858,"Cabrillo","State Marine Reserve","Cabrillo State Marine Reserve","California_MPAs.pdf","California_MPAN"
"977","United States",22990,"Caladesi Island","State Park","Caladesi Island State Park","22990_Caladesi Island State Park 2007 Approved Plan.pdf","USA"
"979","United States",6666277,"Guana Tolomato Matanzas","National Estuarine Research Reserve","Guana Tolomato Matanzas National Estuarine Research Reserve","6666277_Guana Tolomato Matanzas.pdf","USA"
"981","United States",555586725,"Cambria","State Marine Conservation Area","Cambria State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"982","United States",555586005,"Camp Helen","State Park","Camp Helen State Park","555586005_Camp Helen State Park.pdf","USA"
"983","United States",555586839,"Campus Point","State Marine Conservation Area","Campus Point State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"985","United States",1069,"Canaveral","National Seashore","Canaveral National Seashore","1069_Canaveral_National_Seashore.pdf","USA"
"991","United States",555586756,"Cape Haze","Aquatic Preserve","Cape Haze Aquatic Preserve","5555586747_48_49_50_56_Charlotte-Harbor-AP-Management-Plan.pdf","USA"
"993","United States",312172,"Del Mar Landing","State Marine Reserve","Del Mar Landing State Marine Reserve","California_MPAs.pdf","California_MPAN"
"996","United States",5555736,"Cape May","National Wildlife Refuge","Cape May National Wildlife Refuge","5555736_CapeMay_NWR.pdf","USA"
"998","United States",2884,"Cape Romain","National Wildlife Refuge","Cape Romain National Wildlife Refuge","2884_Cape Romain.pdf","USA"
"999","United States",555586760,"Cape Romano - Ten Thousand Islands","Aquatic Preserve","Cape Romano - Ten Thousand Islands Aquatic Preserve","555586901_RookeryBay_AP-NERR.pdf","USA"
"1000","United States",13020,"Key West","National Wildlife Refuge","Key West National Wildlife Refuge","13792_LowerFloridaKeys_NWR.pdf","USA"
"1005","United States",13857,"Supawna Meadows","National Wildlife Refuge","Supawna Meadows National Wildlife Refuge","13857_Supawna Meadows.pdf","USA"
"1006","United States",2865,"Harris Neck","National Wildlife Refuge","Harris Neck National Wildlife Refuge","2868_Pinckney Island_Savannah Coastal Complex.pdf","USA"
"1007","United States",352744,"Harris Point (San Miguel Island)","State Marine Reserve","Harris Point (San Miguel Island) State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1009","United States",372643,"Occoquan Bay","National Wildlife Refuge","Occoquan Bay National Wildlife Refuge","372643_OccoquanBay.pdf","USA"
"1011","United States",555586723,"Carmel Bay","State Marine Conservation Area","Carmel Bay State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1013","United States",555547392,"Carmel Pinnacles","State Marine Reserve","Carmel Pinnacles State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1015","United States",352746,"Carrington Point (Santa Rosa Island)","State Marine Reserve","Carrington Point (Santa Rosa Island) State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1017","United States",555586850,"Casino Point (Catalina Island)","State Marine Conservation Area","Casino Point (Catalina Island) State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1018","United States",555587008,"Castle Rock","Special Closure","Castle Rock Special Closure","California_MPAs.pdf","California_MPAN"
"1019","United States",555586852,"Cat Harbor (Catalina Island)","State Marine Conservation Area","Cat Harbor (Catalina Island) State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1022","United States",29731,"Cayo Costa","State Park","Cayo Costa State Park","29731_Cayo Costa State Park.pdf","USA"
"1023","United States",10569,"Cedar Island","National Wildlife Refuge","Cedar Island National Wildlife Refuge","10569_CedarIsland_NWR.pdf","USA"
"1024","United States",555586066,"Cedar Key Scrub","State Reserve","Cedar Key Scrub State Reserve","555586066_Cedar Keys Scrub state reservet.pdf","USA"
"1025","United States",666619,"Cedar Keys","National Wildlife Refuge","Cedar Keys National Wildlife Refuge","666619_LowerSuwannee_CedarKeys_FinalCCP.pdf","USA"
"1027","United States",555586874,"Otter Rock","Marine Reserve","Otter Rock Marine Reserve","555586874_OtterRock_MR.pdf","USA"
"1028","United States",555586740,"Channel Islands","National Marine Sanctuary","Channel Islands National Marine Sanctuary","555586740_Channel_Islands_National_Marine_Sanctuary.pdf","USA"
"1031","United States",168254,"Ten Thousand Islands","National Wildlife Refuge","Ten Thousand Islands National Wildlife Refuge","168254_Ten Thousand Islands NWR CCP.pdf","USA"
"1032","United States",666639,"Charlotte Harbor","Preserve State Park","Charlotte Harbor Preserve State Park","666639_CharlotteHarbourSP.pdf","USA"
"1033","United States",10565,"Chassahowitzka","National Wildlife Refuge","Chassahowitzka National Wildlife Refuge","10565_Chassahowitzka_Conservation plan.pdf","USA"
"1034","United States",555586722,"Pacific Grove Marine Gardens","State Marine Conservation Area","Pacific Grove Marine Gardens State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1037","United States",312072,"Cherry Point","Aquatic Reserve","Cherry Point Aquatic Reserve","312072_Cherry Point.pdf","USA"
"1039","United States",555586988,"Chesapeake Bay National Estuarine Research Reserve - Maryland","National Estuarine Research Reserve","Chesapeake Bay National Estuarine Research Reserve - Maryland National Estuarine Research Reserve","555586988_ChesapeakeMD.pdf","USA"
"1040","United States",555586989,"Chesapeake Bay National Estuarine Research Reserve - Virginia","National Estuarine Research Reserve","Chesapeake Bay National Estuarine Research Reserve - Virginia National Estuarine Research Reserve","555586989_Chesapeake Bay National Estuarine Research Reserve_Virginia.pdf","USA"
"1043","United States",555586021,"Gamble Rogers Memorial State Recreation","State Recreation Area","Gamble Rogers Memorial State Recreation State Recreation Area","555586021_Gamble Rogers Memorial State Recreation.pdf","USA"
"1049","United States",555586853,"Crystal Cove","State Marine Conservation Area","Crystal Cove State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1050","United States",555586908,"Indian Key","State Historic Site","Indian Key State Historic Site","555586908_IndianKey_SHS.pdf","USA"
"1052","United States",555586769,"Indian River - Vero Beach to Ft. Pierce","Aquatic Preserve","Indian River - Vero Beach to Ft. Pierce Aquatic Preserve","555586765_555586768_555586769_555586770_IndianRiverLagoonAP.pdf","USA"
"1053","United States",555585660,"Indian River Lagoon","Preserve State Park","Indian River Lagoon Preserve State Park","555585660_IndianRiverLagoonPreserveSP.pdf","USA"
"1056","United States",555585658,"Cockroach Bay","Preserve State Park","Cockroach Bay Preserve State Park","555585658_CockroachBay Preserve state park.pdf","USA"
"1057","United States",555586762,"Cockroach Bay","Aquatic Preserve","Cockroach Bay Aquatic Preserve","555586762_Cockroach-Bay-AP-Management-Plan.pdf","USA"
"1059","United States",352938,"Rockefeller","Wildlife Refuge","Rockefeller Wildlife Refuge","352938_final_rock_management_plan_8.25.11.pdf","USA"
"1060","United States",22994,"Collier-Seminole","State Park","Collier-Seminole State Park","22994_Collier- Seminole State Park.pdf","USA"
"1061","United States",555586864,"South Cape Mendocino","State Marine Reserve","South Cape Mendocino State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1064","United States",95312,"Connecticut River Estuary and Tidal River Wetlands Complex","Ramsar Site, Wetland of International Importance","Connecticut River Estuary and Tidal River Wetlands Complex Ramsar Site, Wetland of International Importance","95312_CT_CELCP_Plan_January_2015.pdf","USA"
"1065","United States",35897,"Conscience Point","National Wildlife Refuge","Conscience Point National Wildlife Refuge","13863_13864_35897_5555793_5555799_LongIsland_NWR.pdf","USA"
"1067","United States",2936,"Rose Atoll","National Wildlife Refuge","Rose Atoll National Wildlife Refuge","2936_Rose Atoll NWR Final CCP_May 2014(1).pdf","USA"
"1068","United States",352747,"South Point (Santa Rosa Island)","State Marine Reserve","South Point (Santa Rosa Island) State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1072","United States",555586742,"Cordell Bank","National Marine Sanctuary","Cordell Bank National Marine Sanctuary","555586742_CordellBank.pdf","USA"
"1073","United States",68308,"Izembek Lagoon National Wildlife Refuge","Ramsar Site, Wetland of International Importance","Izembek Lagoon National Wildlife Refuge Ramsar Site, Wetland of International Importance","68308_Izembek.pdf","USA"
"1075","United States",21116,"J.N. Ding Darling","National Wildlife Refuge","J.N. Ding Darling National Wildlife Refuge","21116_JNDingDarling_Tritaik_2010_CCP.pdf","USA"
"1078","United States",2854,"Pinellas","National Wildlife Refuge","Pinellas National Wildlife Refuge","2854_Pinellas_NWR.pdf","USA"
"1079","United States",555586757,"Coupon Bight","Aquatic Preserve","Coupon Bight Aquatic Preserve","555586757_Coupon-Bight-1992.pdf","USA"
"1082","United States",13793,"Crocodile Lake","National Wildlife Refuge","Crocodile Lake National Wildlife Refuge","13793_Crocodile Lake NWR CCP.pdf","USA"
"1083","United States",4444409,"Jean Lafitte National Historical","National Historical Park And Preserve","Jean Lafitte National Historical National Historical Park And Preserve","4444409_JELA.pdf","USA"
"1085","United States",555586770,"Jensen Beach to Jupiter Inlet","Aquatic Preserve","Jensen Beach to Jupiter Inlet Aquatic Preserve","555586765_555586768_555586769_555586770_IndianRiverLagoonAP.pdf","USA"
"1090","United States",555583135,"Crystal River","State Archaeological Site","Crystal River State Archaeological Site","555583135_Crystal River State Archaeological Site.pdf","USA"
"1091","United States",666642,"Crystal River","Preserve State Park","Crystal River Preserve State Park","666642_Crystal River.pdf","USA"
"1094","United States",1073,"Cumberland Island","National Seashore","Cumberland Island National Seashore","1073_Cumberland_Island_National_Seashore.pdf","USA"
"1095","United States",666656,"Jonathan Dickinson","State Park","Jonathan Dickinson State Park","666656_JohnDickonson_JDSP_AP.pdf","USA"
"1096","United States",352714,"Jourdan River","Coastal Preserve","Jourdan River Coastal Preserve","MS_CoastalPreserves.pdf","USA"
"1097","United States",315058,"Currituck","National Wildlife Refuge","Currituck National Wildlife Refuge","315058_Currituck_NWR.pdf","USA"
"1098","United States",312866,"Cypress Island","Aquatic Reserve","Cypress Island Aquatic Reserve","312866_Cypress Island.pdf","USA"
"1099","United States",352743,"Judith Rock (San Miguel Island)","State Marine Reserve","Judith Rock (San Miguel Island) State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1102","United States",555587001,"Dana Point","State Marine Conservation Area","Dana Point State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1104","United States",555547366,"Point Reyes","State Marine Reserve","Point Reyes State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1105","United States",6666345,"Davis Bayou","Coastal Preserve","Davis Bayou Coastal Preserve","MS_CoastalPreserves.pdf","USA"
"1108","United States",555586837,"Kashtayit","State Marine Conservation Area","Kashtayit State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1110","United States",555586892,"Point Sur","State Marine Conservation Area","Point Sur State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1112","United States",352726,"Deer Island","Coastal Preserve","Deer Island Coastal Preserve","MS_CoastalPreserves.pdf","USA"
"1113","United States",555586009,"Deer Lake","State Park","Deer Lake State Park","555586009_Deer Lake State Park.pdf","USA"
"1114","United States",220251,"Managaha","Marine Conservation Area","Managaha Marine Conservation Area","220251_Managaha Mgt Plan FINAL.pdf","USA"
"1115","United States",10564,"Laguna Atascosa","National Wildlife Refuge","Laguna Atascosa National Wildlife Refuge","10564_Laguna Atascosa.pdf","USA"
"1116","United States",555586881,"Delaware","National Estuarine Research Reserve","Delaware National Estuarine Research Reserve","555586881_Delaware NERR_Mgmt Plan.pdf","USA"
"1117","United States",68316,"Delaware Bay Estuary","Ramsar Site, Wetland of International Importance","Delaware Bay Estuary Ramsar Site, Wetland of International Importance","68316_Delaware Estuary_CCMP.pdf","USA"
"1118","United States",555586010,"Delnor-Wiggins Pass","State Park","Delnor-Wiggins Pass State Park","555586010_DelnorWiggs.pdf","USA"
"1124","United States",122900,"Florida Keys","National Marine Sanctuary","Florida Keys National Marine Sanctuary","122900_Florida Keys2.pdf","USA"
"1126","United States",666672,"Waccasassa Bay","State Preserve","Waccasassa Bay State Preserve","666672_WaccasassaBayPreserveStatePark.pdf","USA"
"1127","United States",312187,"Flower Garden Banks","National Marine Sanctuary","Flower Garden Banks National Marine Sanctuary","312187_FlowerGarden.pdf","USA"
"1129","United States",555547355,"Lovers Point","State Marine Reserve","Lovers Point State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1131","United States",2941,"Don Edwards San Francisco Bay","National Wildlife Refuge","Don Edwards San Francisco Bay National Wildlife Refuge","2941_DonEdwardsSFB_NWR.pdf","USA"
"1132","United States",555586011,"Don Pedro Island","State Park","Don Pedro Island State Park","555586011_DonPedroIslandStatePark_AP.pdf","USA"
"1134","United States",555586017,"Fort Clinch","State Park","Fort Clinch State Park","555586017_Fort Clinch.pdf","USA"
"1135","United States",555586833,"Protection Island","Aquatic Reserve","Protection Island Aquatic Reserve","315470_ProtectionIsland_AquaticReserve.pdf","USA"
"1136","United States",555586868,"Double Cone Rock","State Marine Conservation Area","Double Cone Rock State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1138","United States",555547371,"Double Point/Stormy Stack","Special Closure","Double Point/Stormy Stack Special Closure","California_MPAs.pdf","California_MPAN"
"1139","United States",555586012,"Dr. Julian G. Bruce St. George Island","State Park","Dr. Julian G. Bruce St. George Island State Park","555586012_DrJulianGBruce.pdf","USA"
"1140","United States",555586732,"Drakes Estero","State Marine Conservation Area","Drakes Estero State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1142","United States",11111518,"Olympic","National Park","Olympic National Park","11111518_Olympic_NP.pdf","USA"
"1143","United States",61706,"Dry Tortugas","National Park","Dry Tortugas National Park","61706_DryTortugas_NP.pdf","USA"
"1145","United States",555586061,"Werner-Boyce Salt Springs","State Park","Werner-Boyce Salt Springs State Park","555586061_02.15.2013_WBSSSP_AP.pdf","USA"
"1146","United States",13864,"Wertheim","National Wildlife Refuge","Wertheim National Wildlife Refuge","13863_13864_35897_5555793_5555799_LongIsland_NWR.pdf","USA"
"1148","United States",3333354,"Mission-Aransas","National Estuarine Research Reserve","Mission-Aransas National Estuarine Research Reserve","3333354_Mission_Aransas.pdf","USA"
"1150","United States",75004,"Dungeness","National Wildlife Refuge","Dungeness National Wildlife Refuge","75004_Dungeness.pdf","USA"
"1151","United States",444456,"Shell Keys","National Wildlife Refuge","Shell Keys National Wildlife Refuge","444456_Shell Keys NWR CCP.pdf","USA"
"1153","United States",312838,"Duxbury Reef","State Marine Conservation Area","Duxbury Reef State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1155","United States",666646,"Estero Bay","Preserve State Park","Estero Bay Preserve State Park","555586745_Estero Bay Preserve State Park.pdf","USA"
"1156","United States",555586999,"Laguna Beach","State Marine Reserve","Laguna Beach State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1157","United States",555587000,"Laguna Beach","State Marine Conservation Area","Laguna Beach State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1160","United States",555587010,"Reading Rock","State Marine Conservation Area","Reading Rock State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1161","United States",555587011,"Reading Rock","State Marine Reserve","Reading Rock State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1162","United States",555586869,"Russian Gulch","State Marine Conservation Area","Russian Gulch State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1163","United States",23035,"Long Key","State Recreation Area","Long Key State Recreation Area","23035_LongKey_SP.pdf","USA"
"1164","United States",555586909,"The Barnacle","Historic State Park","The Barnacle Historic State Park","555586909_Barnacle_HistoricStatePark.pdf","USA"
"1165","United States",555586730,"Russian River","State Marine Conservation Area","Russian River State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1166","United States",994,"Redwood","National Park","Redwood National Park","994_Redwood_National_Park.pdf","USA"
"1167","United States",555586022,"Gasparilla Island","State Park","Gasparilla Island State Park","555586022_Gasparilla Island.pdf","USA"
"1168","United States",555586747,"Gasparilla Sound - Charlotte Harbor","Aquatic Preserve","Gasparilla Sound - Charlotte Harbor Aquatic Preserve","5555586747_48_49_50_56_Charlotte-Harbor-AP-Management-Plan.pdf","USA"
"1170","United States",312834,"False Bay San Juan Islands","Marine Preserve","False Bay San Juan Islands Marine Preserve","312833_ArgyleLagoon_FalseBay_ParksBay.pdf","USA"
"1171","United States",352742,"Richardson Rock (San Miguel Island)","State Marine Reserve","Richardson Rock (San Miguel Island) State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1173","United States",555586013,"Econfina River","State Park","Econfina River State Park","555586013_EconfinaRiverSP.pdf","USA"
"1175","United States",555586721,"Edward F. Ricketts","State Marine Conservation Area","Edward F. Ricketts State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1177","United States",555586771,"Lignumvitae Key","Aquatic Preserve","Lignumvitae Key Aquatic Preserve","555586771_Lignumvitae-Key-AP-MP.pdf","USA"
"1178","United States",555586759,"Yellow River Marsh","Aquatic Preserve","Yellow River Marsh Aquatic Preserve","555586759_Yellow-River-Marsh-AP-Management-Plan.pdf","USA"
"1179","United States",555583138,"Mound Key","Archaeological State Park","Mound Key Archaeological State Park","555583138_ Mound Key Archaeological State Park.pdf","USA"
"1183","United States",555586752,"Rocky Bayou","State Park Aquatic Preserve","Rocky Bayou State Park Aquatic Preserve","555586752_RockyBayou.pdf","USA"
"1185","United States",368262,"Elkhorn Slough","National Estuarine Research Reserve","Elkhorn Slough National Estuarine Research Reserve","368262_ElkhornSlough.pdf","USA"
"1186","United States",555547351,"Elkhorn Slough","State Marine Reserve","Elkhorn Slough State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1187","United States",555586890,"Elkhorn Slough","State Marine Conservation Area","Elkhorn Slough State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1189","United States",1111291,"Tijuana Slough","National Wildlife Refuge","Tijuana Slough National Wildlife Refuge","California_MPAs.pdf","California_MPAN"
"1190","United States",352971,"South Puget Sound","Wildlife Area","South Puget Sound Wildlife Area","352971_SouthPugetSound.pdf","USA"
"1191","United States",1076,"Fire Island","National Seashore","Fire Island National Seashore","1076_Fire_Island_National_Seashore.pdf","USA"
"1192","United States",555586811,"South Slough","National Estuarine Research Reserve","South Slough National Estuarine Research Reserve","555586811_SouthSlough.pdf","USA"
"1193","United States",13795,"San Pablo Bay","National Wildlife Refuge","San Pablo Bay National Wildlife Refuge","13795_SanPabloBayNWR.pdf","USA"
"1194","United States",555586897,"Estero Americano","State Marine Recreational Management Area","Estero Americano State Marine Recreational Management Area","California_MPAs.pdf","California_MPAN"
"1196","United States",555586803,"Narrow River","Narrow River","Narrow River Narrow River","555586803_Narrow River_SAMP_new.pdf","USA"
"1197","United States",312840,"Estero de Limantour","State Marine Reserve","Estero de Limantour State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1198","United States",555586898,"Estero de San Antonio","State Marine Recreational Management Area","Estero de San Antonio State Marine Recreational Management Area","California_MPAs.pdf","California_MPAN"
"1199","United States",971,"Everglades","National Park","Everglades National Park","971_Everglades.pdf","USA"
"1202","United States",555587013,"Sugarloaf Island","Special Closure","Sugarloaf Island Special Closure","California_MPAs.pdf","California_MPAN"
"1204","United States",555586849,"Long Point (Catalina Island)","State Marine Reserve","Long Point (Catalina Island) State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1205","United States",2931,"Jarvis Island","National Wildlife Refuge","Jarvis Island National Wildlife Refuge","2931_JarvisIsland_NWR.pdf","USA"
"1206","United States",1111277,"Nestucca Bay","National Wildlife Refuge","Nestucca Bay National Wildlife Refuge","1111277_NestuccaBay_NWR.pdf","USA"
"1207","United States",666649,"Fakahatchee Strand","State Preserve","Fakahatchee Strand State Preserve","666649_FakahatcheeStrandPreserveStatePark_AP reduced.pdf","USA"
"1208","United States",555586442,"Lovers Key","State Recreation Area","Lovers Key State Recreation Area","555586442_Lovers Key State Park Approved Plan.pdf","USA"
"1210","United States",2967,"Susquehanna","National Wildlife Refuge","Susquehanna National Wildlife Refuge","2967_5555765_ChesapeakeNWR.pdf","USA"
"1212","United States",555512051,"Lower Rio Grande Valley","National Wildlife Refuge","Lower Rio Grande Valley National Wildlife Refuge","555512051_LowerRioGrandeValley_NWR.pdf","USA"
"1213","United States",555586857,"Famosa Slough","State Marine Conservation Area","Famosa Slough State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1214","United States",1111270,"Farallon","National Wildlife Refuge","Farallon National Wildlife Refuge","1111270_FarallonNWR.pdf","USA"
"1215","United States",555586968,"Salt Ponds Region","Marine Protected Area","Salt Ponds Region Marine Protected Area","555586968_Salt Ponds Region.pdf","USA"
"1217","United States",555586718,"Greyhound Rock","State Marine Conservation Area","Greyhound Rock State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1218","United States",555586863,"Samoa","State Marine Conservation Area","Samoa State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1219","United States",3333336,"San Bernard","National Wildlife Refuge","San Bernard National Wildlife Refuge","555586763_BigBoggy_Texas Mid_Coast.pdf","USA"
"1220","United States",555586019,"Fort Pierce Inlet","State Park","Fort Pierce Inlet State Park","555586019_Fort Pierce Inlet.pdf","USA"
"1221","United States",11116359,"San Diego Bay","National Wildlife Refuge","San Diego Bay National Wildlife Refuge","11116359_SanDiegoBayNWR.pdf","USA"
"1223","United States",555586996,"Farnsworth Onshore (Catalina Island)","State Marine Conservation Area","Farnsworth Onshore (Catalina Island) State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1224","United States",555586860,"San Dieguito Lagoon","State Marine Conservation Area","San Dieguito Lagoon State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1225","United States",666650,"Faver-Dykes","State Park","Faver-Dykes State Park","666650_Faver-Dykes.pdf","USA"
"1226","United States",555586880,"San Francisco Bay","National Estuarine Research Reserve","San Francisco Bay National Estuarine Research Reserve","555586880_SFB_NERR.pdf","USA"
"1229","United States",555586904,"San Marcos De Apalache","Historic State Park","San Marcos De Apalache Historic State Park","555586904_San Marcos De Apalache.pdf","USA"
"1231","United States",555587018,"Ten Mile Beach","State Marine Conservation Area","Ten Mile Beach State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1233","United States",555586020,"Fred Gannon Rocky Bayou","State Park","Fred Gannon Rocky Bayou State Park","555586020_Fred Gannon Rocky Bayou.pdf","USA"
"1234","United States",555547377,"San Pedro","Underwater Archaeological Preserve State Park","San Pedro Underwater Archaeological Preserve State Park","555547377_SanPedro.pdf","USA"
"1235","United States",13863,"Oyster Bay","National Wildlife Refuge","Oyster Bay National Wildlife Refuge","13863_13864_35897_5555793_5555799_LongIsland_NWR.pdf","USA"
"1236","United States",1111288,"Siletz Bay","National Wildlife Refuge","Siletz Bay National Wildlife Refuge","1111288_Siletz Bay2.pdf","USA"
"1237","United States",55557448,"Pond Island","National Wildlife Refuge","Pond Island National Wildlife Refuge","55557448_FinalCCP.pdf","USA"
"1239","United States",2911,"Fisherman Island","National Wildlife Refuge","Fisherman Island National Wildlife Refuge","2911_315059_FishermanIsland_EasternShoreVirginia.pdf","USA"
"1240","United States",555587016,"Vizcaino Rock","Special Closure","Vizcaino Rock Special Closure","California_MPAs.pdf","California_MPAN"
"1241","United States",352713,"Hancock County Marsh","Coastal Preserve","Hancock County Marsh Coastal Preserve","MS_CoastalPreserves.pdf","USA"
"1242","United States",352745,"Skunk Point (Santa Rosa Island)","State Marine Reserve","Skunk Point (Santa Rosa Island) State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1245","United States",75128,"Seal Beach","National Wildlife Refuge","Seal Beach National Wildlife Refuge","75128_SealBeachNWR.pdf","USA"
"1246","United States",555547364,"Russian River","State Marine Recreational Management Area","Russian River State Marine Recreational Management Area","California_MPAs.pdf","California_MPAN"
"1248","United States",555586729,"Saunders Reef","State Marine Conservation Area","Saunders Reef State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1249","United States",555586851,"Lover's Cove (Catalina Island)","State Marine Conservation Area","Lover's Cove (Catalina Island) State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1250","United States",555586814,"Great Bay","National Estuarine Research Reserve","Great Bay National Estuarine Research Reserve","555586814_GreatBay_NERR.pdf","USA"
"1251","United States",2851,"Matlacha Pass","National Wildlife Refuge","Matlacha Pass National Wildlife Refuge","2851_Pine_Island_and_Matlalcha_Pass_ConservationPlan.pdf","USA"
"1252","United States",352749,"Scorpion (Santa Cruz Island)","State Marine Reserve","Scorpion (Santa Cruz Island) State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1253","United States",555586856,"Matlahuayl","State Marine Reserve","Matlahuayl State Marine Reserve","California_MPAs.pdf","California_MPAN"
"1254","United States",302157,"Forbidden Island","Marine Sanctuary","Forbidden Island Marine Sanctuary","302157_KAGMAN AND FORBIDDEN ISLAND MGT PLAN.pdf","USA"
"1255","United States",23056,"T.H. Stone Memorial St. Joseph Peninsula","State Park","T.H. Stone Memorial St. Joseph Peninsula State Park","23056_2014_St.JosephPeninsulaStatePark_AP.pdf","USA"
"1256","United States",555585663,"Seabranch","Preserve State Park","Seabranch Preserve State Park","555585663_Seabranch.pdf","USA"
"1258","United States",555586808,"Stewarts Point","State Marine Conservation Area","Stewarts Point State Marine Conservation Area","California_MPAs.pdf","California_MPAN"
"1259","United States",5555793,"Seatuck","National Wildlife Refuge","Seatuck National Wildlife Refuge","13863_13864_35897_5555793_5555799_LongIsland_NWR.pdf","USA"
"1260","United States",555586776,"Pellicer Creek","Aquatic Preserve","Pellicer Creek Aquatic Preserve","555586776_PellicerCreek.pdf","USA"
"1262","United States",2880,"Merritt Island","National Wildlife Refuge","Merritt Island National Wildlife Refuge","2880_ Merritt Island.pdf","USA"
"1263","United States",2869,"Wassaw","National Wildlife Refuge","Wassaw National Wildlife Refuge","2868_Pinckney Island_Savannah Coastal Complex.pdf","USA"
"1264","United States",555585664,"Tarkiln Bayou","State Preserve","Tarkiln Bayou State Preserve","555586000_555585664_555586048_BL_TB_PK.pdf","USA"
